Machine,StartDateTime,EndDateTime,Duration,TotalBiscuitsMade,GoodMadeBiscuits,OEE Category,Product
Biscuit Filling Machine ,7/2/21 12:43,7/2/21 12:45,1.283333302,208834,239,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:45,7/2/21 12:47,2.599999905,208947,44,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:47,7/2/21 12:48,0.8333333135,208649,262,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:48,7/2/21 12:50,1.966666698,208914,216,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:50,7/2/21 12:54,3.650000095,208924,284,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:54,7/2/21 12:55,1.233333349,209019,405,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:55,7/2/21 12:55,0.2666666806,208771,163,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:55,7/2/21 12:56,0.6166666746,208712,47,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:56,7/2/21 12:56,0.3666666746,208989,60,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 12:56,7/2/21 13:14,18.26666641,209082,377,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:14,7/2/21 13:14,0.05000000075,209007,214,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:14,7/2/21 13:16,1.516666651,209014,197,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:16,7/2/21 13:17,0.8666666746,0,336,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:17,7/2/21 13:19,2.299999952,1401,2028,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:19,7/2/21 13:21,1.616666675,1553,1907,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:21,7/2/21 13:25,4.316666603,4338,4853,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:25,7/2/21 13:28,2.700000048,4019,4585,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:28,7/2/21 13:46,18.04999924,16660,16738,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:46,7/2/21 13:47,1.283333302,16422,16965,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 13:47,7/2/21 14:08,21.06666756,31030,31510,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:08,7/2/21 14:11,3.283333302,30977,31502,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:11,7/2/21 14:15,3.816666603,33653,34216,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:15,7/2/21 14:16,0.8500000238,33600,34123,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:16,7/2/21 14:20,4.166666508,36213,36705,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:20,7/2/21 14:22,2.25,36398,37058,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:22,7/2/21 14:25,2.349999905,37483,38176,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:25,7/2/21 14:27,2.433333397,37688,38114,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 14:27,7/2/21 15:05,37.63333511,64253,64733,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 14:52,7/2/21 14:53,0.5166666508,0,196,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 14:53,7/2/21 14:53,0.8333333135,0,369,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 14:53,7/2/21 14:54,0.5666999817,0,137,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 14:54,7/2/21 15:26,31.48426628,0,351,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:05,7/2/21 15:05,0.5333333611,63894,64767,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:05,7/2/21 15:07,1.566666722,64778,65180,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:07,7/2/21 15:09,1.850000024,64815,65468,CC (Changeover Cleaning),Bourbon Creams
Biscuit Forming Machine ,7/2/21 15:09,7/2/21 15:09,0.7996500134,0,159,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:09,7/2/21 15:09,0.6499999762,65176,65400,NO (No Order),Bourbon Creams
Biscuit Forming Machine ,7/2/21 15:09,7/3/21 19:17,1687.802368,0,389,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:09,7/2/21 15:10,0.6333333254,64863,65510,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:10,7/2/21 15:12,1.483333349,65866,66114,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:12,7/2/21 15:25,13.38333321,65869,66126,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:25,7/2/21 15:55,30.21666718,87015,87713,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 15:26,7/2/21 15:26,0.3000999987,0,483,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 15:26,7/2/21 15:27,1.549916625,0,180,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 15:27,7/2/21 15:28,0.3000166714,0,226,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 15:28,7/2/21 23:48,500.5000916,0,92,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 15:55,7/2/21 16:00,4.75,87186,87270,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:00,7/2/21 16:04,4.300000191,89628,90488,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:04,7/2/21 16:08,3.283333302,90080,90505,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:08,7/2/21 16:16,8.600000381,95317,95968,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:16,7/2/21 16:20,4.133333206,95469,95889,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:20,7/2/21 16:28,7.933333397,100904,100982,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:28,7/2/21 16:32,3.816666603,100510,101068,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:32,7/2/21 16:33,0.6499999762,101001,101329,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:33,7/2/21 16:42,9.050000191,101059,101293,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:42,7/2/21 16:42,0.6666666865,101238,101785,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:42,7/2/21 16:43,0.1333333403,101081,101571,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:43,7/2/21 16:45,2.383333445,101870,102317,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:45,7/2/21 16:45,0.2666666806,101650,102255,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 16:45,7/2/21 17:20,34.41666794,125942,126641,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 17:20,7/2/21 17:28,8.833333015,126157,126713,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 17:28,7/2/21 17:40,11.76666641,134151,134654,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 17:40,7/2/21 17:56,15.73333359,134366,134847,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 17:56,7/2/21 18:12,15.9333334,145378,146033,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 18:12,7/2/21 18:55,43.13333511,145252,49,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 18:55,7/2/21 18:56,1.466666698,146221,881,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 18:56,7/2/21 18:58,1.733333349,146505,1087,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 18:58,7/2/21 19:06,7.883333206,151513,6585,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 18:58,7/2/21 18:58,0,147219,2004,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:06,7/2/21 19:11,5.050000191,151731,6660,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:11,7/2/21 19:14,3.299999952,153917,8380,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:14,7/2/21 19:20,5.599999905,153833,8614,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:20,7/2/21 19:22,1.783333302,154718,9321,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:22,7/2/21 19:23,1.299999952,154864,9812,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:23,7/2/21 19:24,0.8000000119,155082,9797,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:24,7/2/21 19:24,0.3666666746,154993,10110,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:24,7/2/21 19:52,28.03333282,174787,29866,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 19:52,7/2/21 20:07,14.63333321,175005,29669,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:07,7/2/21 20:21,13.64999962,184175,38882,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:21,7/2/21 20:23,2.083333254,184407,39154,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:23,7/2/21 20:23,0.400000006,184427,39500,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:23,7/2/21 20:24,0.6833333373,184415,39196,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:24,7/2/21 20:24,0.4166666567,184670,39579,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:24,7/2/21 20:28,3.849999905,184597,39584,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:28,7/2/21 20:41,13,193998,48753,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:41,7/2/21 20:42,0.6999999881,193891,48735,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:42,7/2/21 20:49,6.866666794,197881,52802,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:49,7/2/21 20:49,0.8000000119,198014,52610,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:49,7/2/21 20:50,0.8833333254,198040,52755,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:50,7/2/21 20:51,0.4333333373,198145,52759,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:51,7/2/21 20:51,0.75,198302,53281,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:51,7/2/21 20:52,0.2666666806,198246,53135,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:52,7/2/21 20:52,0.7666666508,198390,53518,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 20:52,7/2/21 21:15,22.88333321,198460,53482,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:15,7/2/21 21:18,2.916666746,200548,55158,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:18,7/2/21 21:19,0.3166666627,200466,55061,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:19,7/2/21 21:19,0.6333333254,200824,55391,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:19,7/2/21 21:20,0.3666666746,200569,55318,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:20,7/2/21 21:26,6.483333111,204747,59631,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:26,7/2/21 21:29,3.049999952,204781,59696,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:29,7/2/21 21:32,2.833333254,206593,61418,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:32,7/2/21 21:33,1.5,206486,61452,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:33,7/2/21 21:39,5.583333492,210268,65240,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:39,7/2/21 21:43,3.816666603,210249,65266,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:43,7/2/21 21:45,1.783333302,211525,66212,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:45,7/2/21 21:46,1.066666722,211542,66322,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:46,7/2/21 21:46,0.75,211593,66215,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:46,7/2/21 21:47,0.4666666687,211819,66434,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:47,7/2/21 21:50,3.183333397,213707,68604,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:50,7/2/21 21:51,0.3833333254,213805,68482,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 21:51,7/2/21 22:02,11.80000019,221706,76415,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 22:02,7/2/21 22:03,0.4333333373,221460,76059,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 22:03,7/2/21 23:10,67.41666412,268598,123636,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:10,7/2/21 23:13,2.833333254,268690,123485,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:13,7/2/21 23:14,1.25,269194,123736,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:14,7/2/21 23:15,1.183333278,269204,124147,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:15,7/2/21 23:16,0.9666666389,269578,124135,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:16,7/2/21 23:22,5.849999905,269616,124220,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:22,7/2/21 23:23,0.8833333254,270073,124703,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:23,7/2/21 23:24,0.8500000238,269823,124862,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:24,7/2/21 23:25,0.9166666865,270139,125086,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:25,7/2/21 23:28,2.849999905,270332,124838,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:28,7/2/21 23:28,0.1166666672,270429,125297,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:28,7/2/21 23:29,0.8666666746,270142,125362,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:29,7/2/21 23:30,0.9166666865,270544,125610,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:30,7/2/21 23:30,0.4333333373,270806,125508,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:30,7/2/21 23:34,3.816666603,272707,127538,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:34,7/2/21 23:35,1.483333349,272950,127343,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:35,7/2/21 23:40,4.916666508,275653,130559,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:40,7/2/21 23:41,0.5500000119,275323,130117,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:41,7/2/21 23:41,0,288004,142912,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/2/21 23:41,7/3/21 0:05,23.88333321,291909,146607,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 23:48,7/2/21 23:48,0.1333499998,0,117,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 23:48,7/2/21 23:49,0.2833333313,0,193,NO (No Order),Bourbon Creams
Biscuit Boxing Machine ,7/2/21 23:49,7/3/21 3:11,202.5533905,0,70,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/2/21 23:49,7/2/21 23:49,0.6500166655,0,496,CC (Changeover Cleaning),Bourbon Creams
Biscuit Topping Machine ,7/2/21 23:49,7/3/21 3:10,201.2366791,0,47,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:05,7/3/21 0:07,2.316666603,291748,146535,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:07,7/3/21 0:08,0.6166666746,292069,146782,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:08,7/3/21 0:08,0.4166666567,292208,147057,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:08,7/3/21 0:24,15.61666679,302897,157410,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:24,7/3/21 0:25,1.083333373,302762,157556,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:25,7/3/21 0:38,12.88333321,311628,166821,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:38,7/3/21 0:38,0.8166666627,311905,166437,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:38,7/3/21 0:39,0.5666666627,311883,166912,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:39,7/3/21 0:42,2.833333254,312109,166949,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:42,7/3/21 0:49,6.866666794,316659,171429,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:49,7/3/21 0:50,0.9666666389,316357,171480,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 0:50,7/3/21 1:07,17.48333359,328653,183566,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:07,7/3/21 1:16,9.233333588,328722,183461,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:16,7/3/21 1:18,1.766666651,329677,184244,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:18,7/3/21 1:19,0.7833333611,329761,184213,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:19,7/3/21 1:20,0.8333333135,329882,184555,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:20,7/3/21 1:22,2.316666603,330165,184916,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:22,7/3/21 1:30,7.849999905,335309,190259,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:30,7/3/21 1:34,3.650000095,335143,190308,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:34,7/3/21 1:36,2.166666746,336402,191294,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:36,7/3/21 1:40,3.849999905,336459,191262,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:40,7/3/21 1:41,1,336781,191648,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:41,7/3/21 1:43,2.333333254,336895,191726,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 1:43,7/3/21 2:12,29.36666679,357439,212131,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:12,7/3/21 2:14,1.883333325,357452,211958,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:14,7/3/21 2:20,5.966666698,360894,215575,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:20,7/3/21 2:21,1.049999952,360913,215849,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:21,7/3/21 2:24,3.150000095,363209,217789,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:24,7/3/21 2:25,0.3333333433,363206,217893,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:25,7/3/21 2:34,8.833333015,369108,223940,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:34,7/3/21 2:34,0.6166666746,368896,223988,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:34,7/3/21 2:35,1.266666651,369306,224334,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:35,7/3/21 2:38,2.866666555,369547,224583,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:38,7/3/21 2:41,2.233333349,370605,225390,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:41,7/3/21 2:45,4.050000191,370871,225511,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:45,7/3/21 2:46,1.600000024,371259,226465,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:46,7/3/21 2:48,1.649999976,371291,226402,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:48,7/3/21 2:51,3.483333349,373626,228185,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:51,7/3/21 2:53,1.233333349,373581,228324,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:53,7/3/21 2:55,1.983333349,374602,229443,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:55,7/3/21 2:55,0.4166666567,374346,229342,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:55,7/3/21 2:59,4.083333492,376744,231618,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 2:59,7/3/21 3:00,0.8999999762,376700,231757,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:00,7/3/21 3:01,1.100000024,377586,232193,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:01,7/3/21 3:04,2.683333397,377337,232224,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:04,7/3/21 3:11,6.966666698,382293,236892,NO (No Order),Bourbon Creams
Biscuit Topping Machine ,7/3/21 3:10,7/3/21 3:11,0.6666833162,0,115,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:11,7/3/21 3:13,2.366666555,381974,236649,CC (Changeover Cleaning),Bourbon Creams
Biscuit Boxing Machine ,7/3/21 3:11,7/3/21 6:52,220.6174927,0,55,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:13,7/3/21 3:18,5.150000095,385250,240389,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:18,7/3/21 3:19,0.6333333254,385279,240307,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:19,7/3/21 3:23,3.716666698,387403,242289,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:23,7/3/21 3:28,5.566666603,387776,242350,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:28,7/3/21 3:30,1.816666722,388767,243491,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:30,7/3/21 3:31,1.350000024,388517,243289,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:31,7/3/21 3:36,5.133333206,392203,246792,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:36,7/3/21 3:38,1.549999952,391848,247009,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:38,7/3/21 3:42,4.150000095,394356,249195,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:42,7/3/21 3:45,2.983333349,394533,249100,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:45,7/3/21 3:47,1.916666627,395147,250101,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:47,7/3/21 3:48,1.100000024,395310,249859,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:48,7/3/21 3:52,3.700000048,397297,251975,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:52,7/3/21 3:55,2.683333397,397264,252019,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 3:55,7/3/21 4:09,14.9333334,407642,262111,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:09,7/3/21 4:11,1.416666627,407582,262420,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:11,7/3/21 4:13,1.733333349,408506,263150,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:13,7/3/21 4:15,1.966666698,408490,263094,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:15,7/3/21 4:17,2.349999905,409451,264295,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:17,7/3/21 4:18,1.299999952,409454,264401,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:18,7/3/21 4:19,0.400000006,409847,264224,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:19,7/3/21 4:22,3.849999905,409823,264187,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:22,7/3/21 4:22,0.03333333507,409388,264251,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:22,7/3/21 4:23,0.08333333582,409622,264628,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:23,7/3/21 4:23,0.03333333507,409412,264486,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:23,7/3/21 4:23,0.1666666716,409761,264251,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:23,7/3/21 4:37,14.44999981,419452,274417,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:37,7/3/21 4:38,1.25,419454,274353,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:38,7/3/21 4:39,0.05000000075,419439,274237,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:39,7/3/21 4:39,0.08333333582,419524,274402,CC (Changeover Cleaning),Bourbon Creams
Biscuit Filling Machine ,7/3/21 4:39,7/3/21 4:50,11.23333359,427128,281894,NO (No Order),Bourbon Creams
